               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 324,            0.030514,            0.011393,            0.020039,             0.96449,                   1,               0.995,             0.68447,            0.015509,           0.0053306,            0.010457,           0.0036046,           0.0036046,           0.0036046
                 325,            0.028537,           0.0096795,            0.019846,             0.96449,                   1,               0.995,             0.68447,            0.015509,           0.0053306,            0.010457,           0.0035848,           0.0035848,           0.0035848
                 326,            0.030786,            0.014162,             0.01857,             0.96449,                   1,               0.995,             0.68447,            0.015509,           0.0053306,            0.010457,            0.003565,            0.003565,            0.003565
                 327,            0.030928,            0.013408,            0.019355,             0.79785,                   1,             0.97833,             0.64375,            0.020001,           0.0053627,            0.010175,           0.0035452,           0.0035452,           0.0035452
                 328,            0.031645,            0.010232,            0.016926,             0.79785,                   1,             0.97833,             0.64375,            0.020001,           0.0053627,            0.010175,           0.0035254,           0.0035254,           0.0035254
                 329,            0.033368,            0.010839,            0.018174,             0.79785,                   1,             0.97833,             0.64375,            0.020001,           0.0053627,            0.010175,           0.0035056,           0.0035056,           0.0035056
                 330,            0.027883,            0.011051,            0.018183,             0.79785,                   1,             0.97833,             0.64375,            0.020001,           0.0053627,            0.010175,           0.0034858,           0.0034858,           0.0034858
                 331,            0.034187,            0.014999,            0.020505,             0.95476,                   1,               0.995,             0.75013,            0.015822,           0.0052485,           0.0099026,            0.003466,            0.003466,            0.003466
                 332,            0.034775,           0.0099419,            0.021574,             0.95476,                   1,               0.995,             0.75013,            0.015822,           0.0052485,           0.0099026,           0.0034462,           0.0034462,           0.0034462
                 333,            0.030321,            0.013513,            0.017903,             0.95476,                   1,               0.995,             0.75013,            0.015822,           0.0052485,           0.0099026,           0.0034264,           0.0034264,           0.0034264
                 334,            0.030555,            0.010164,            0.017312,             0.95476,                   1,               0.995,             0.75013,            0.015822,           0.0052485,           0.0099026,           0.0034066,           0.0034066,           0.0034066
                 335,            0.029554,            0.012132,            0.017689,             0.87833,                   1,               0.995,             0.83975,            0.020162,           0.0052109,           0.0096886,           0.0033868,           0.0033868,           0.0033868
                 336,            0.032833,            0.010461,             0.01665,             0.87833,                   1,               0.995,             0.83975,            0.020162,           0.0052109,           0.0096886,            0.003367,            0.003367,            0.003367
                 337,            0.036782,            0.011967,            0.018228,             0.87833,                   1,               0.995,             0.83975,            0.020162,           0.0052109,           0.0096886,           0.0033472,           0.0033472,           0.0033472
                 338,            0.036009,            0.012483,            0.016932,             0.87833,                   1,               0.995,             0.83975,            0.020162,           0.0052109,           0.0096886,           0.0033274,           0.0033274,           0.0033274
                 339,             0.03173,           0.0098011,            0.015821,              0.9481,                   1,               0.995,             0.73342,            0.016832,           0.0051318,           0.0095459,           0.0033076,           0.0033076,           0.0033076
                 340,            0.030546,            0.010401,            0.020326,              0.9481,                   1,               0.995,             0.73342,            0.016832,           0.0051318,           0.0095459,           0.0032878,           0.0032878,           0.0032878
                 341,            0.035171,             0.01277,            0.018998,              0.9481,                   1,               0.995,             0.73342,            0.016832,           0.0051318,           0.0095459,            0.003268,            0.003268,            0.003268
                 342,            0.029624,            0.011921,            0.016787,              0.9481,                   1,               0.995,             0.73342,            0.016832,           0.0051318,           0.0095459,           0.0032482,           0.0032482,           0.0032482
                 343,            0.031897,            0.015513,            0.020348,              0.9502,                   1,               0.995,             0.78605,            0.016843,           0.0050823,           0.0094324,           0.0032284,           0.0032284,           0.0032284
                 344,            0.036227,            0.010062,            0.022782,              0.9502,                   1,               0.995,             0.78605,            0.016843,           0.0050823,           0.0094324,           0.0032086,           0.0032086,           0.0032086
                 345,            0.025867,            0.012584,            0.017229,              0.9502,                   1,               0.995,             0.78605,            0.016843,           0.0050823,           0.0094324,           0.0031888,           0.0031888,           0.0031888
                 346,            0.029112,            0.011436,            0.017933,              0.9502,                   1,               0.995,             0.78605,            0.016843,           0.0050823,           0.0094324,            0.003169,            0.003169,            0.003169
                 347,            0.035322,            0.013484,             0.01798,             0.94913,                   1,               0.995,             0.67107,            0.020473,           0.0051762,           0.0092768,           0.0031492,           0.0031492,           0.0031492
                 348,            0.029991,            0.013726,            0.015162,             0.94913,                   1,               0.995,             0.67107,            0.020473,           0.0051762,           0.0092768,           0.0031294,           0.0031294,           0.0031294
                 349,             0.03195,            0.010349,            0.022204,             0.94913,                   1,               0.995,             0.67107,            0.020473,           0.0051762,           0.0092768,           0.0031096,           0.0031096,           0.0031096
                 350,            0.031325,             0.01422,            0.016809,             0.94913,                   1,               0.995,             0.67107,            0.020473,           0.0051762,           0.0092768,           0.0030898,           0.0030898,           0.0030898
                 351,            0.033112,            0.011545,            0.018449,             0.95249,                   1,               0.995,             0.75633,            0.016324,           0.0050336,           0.0090336,             0.00307,             0.00307,             0.00307
                 352,            0.029471,            0.010762,            0.023145,             0.95249,                   1,               0.995,             0.75633,            0.016324,           0.0050336,           0.0090336,           0.0030502,           0.0030502,           0.0030502
                 353,            0.030318,            0.010786,            0.016701,             0.95249,                   1,               0.995,             0.75633,            0.016324,           0.0050336,           0.0090336,           0.0030304,           0.0030304,           0.0030304
                 354,            0.028136,            0.011839,            0.014745,             0.95249,                   1,               0.995,             0.75633,            0.016324,           0.0050336,           0.0090336,           0.0030106,           0.0030106,           0.0030106
                 355,            0.032113,           0.0091219,            0.017727,             0.95417,                   1,               0.995,             0.72602,            0.018029,           0.0050389,           0.0089266,           0.0029908,           0.0029908,           0.0029908
                 356,            0.034521,            0.010125,            0.017985,             0.95417,                   1,               0.995,             0.72602,            0.018029,           0.0050389,           0.0089266,            0.002971,            0.002971,            0.002971
                 357,            0.031098,            0.015408,            0.017442,             0.95417,                   1,               0.995,             0.72602,            0.018029,           0.0050389,           0.0089266,           0.0029512,           0.0029512,           0.0029512
                 358,            0.027074,            0.010535,            0.020571,             0.95417,                   1,               0.995,             0.72602,            0.018029,           0.0050389,           0.0089266,           0.0029314,           0.0029314,           0.0029314
                 359,            0.031377,            0.012686,            0.018781,                0.96,                   1,               0.995,              0.7604,            0.017904,           0.0050319,           0.0085018,           0.0029116,           0.0029116,           0.0029116
                 360,            0.029343,             0.01226,            0.017272,                0.96,                   1,               0.995,              0.7604,            0.017904,           0.0050319,           0.0085018,           0.0028918,           0.0028918,           0.0028918
                 361,            0.026821,            0.010599,            0.016835,                0.96,                   1,               0.995,              0.7604,            0.017904,           0.0050319,           0.0085018,            0.002872,            0.002872,            0.002872
                 362,            0.035534,           0.0098889,            0.022802,                0.96,                   1,               0.995,              0.7604,            0.017904,           0.0050319,           0.0085018,           0.0028522,           0.0028522,           0.0028522
                 363,            0.033703,             0.01067,            0.021625,              0.9617,                   1,               0.995,             0.77948,            0.015987,           0.0049758,           0.0082327,           0.0028324,           0.0028324,           0.0028324
                 364,            0.025771,            0.011507,            0.016001,              0.9617,                   1,               0.995,             0.77948,            0.015987,           0.0049758,           0.0082327,           0.0028126,           0.0028126,           0.0028126
                 365,            0.024769,            0.011215,            0.015684,              0.9617,                   1,               0.995,             0.77948,            0.015987,           0.0049758,           0.0082327,           0.0027928,           0.0027928,           0.0027928
                 366,             0.02991,            0.012386,            0.015768,              0.9617,                   1,               0.995,             0.77948,            0.015987,           0.0049758,           0.0082327,            0.002773,            0.002773,            0.002773
                 367,            0.028324,            0.010821,            0.018518,             0.96608,                   1,               0.995,             0.87304,            0.014572,            0.004923,           0.0078403,           0.0027532,           0.0027532,           0.0027532
                 368,            0.026488,            0.010869,            0.016826,             0.96608,                   1,               0.995,             0.87304,            0.014572,            0.004923,           0.0078403,           0.0027334,           0.0027334,           0.0027334
                 369,            0.031418,            0.010055,            0.017527,             0.96608,                   1,               0.995,             0.87304,            0.014572,            0.004923,           0.0078403,           0.0027136,           0.0027136,           0.0027136
                 370,            0.031008,           0.0089215,            0.017202,             0.96608,                   1,               0.995,             0.87304,            0.014572,            0.004923,           0.0078403,           0.0026938,           0.0026938,           0.0026938
                 371,            0.026573,            0.013652,             0.01611,             0.96894,                   1,               0.995,             0.80799,            0.015199,           0.0049099,           0.0074902,            0.002674,            0.002674,            0.002674
                 372,            0.027742,            0.010759,            0.014657,             0.96894,                   1,               0.995,             0.80799,            0.015199,           0.0049099,           0.0074902,           0.0026542,           0.0026542,           0.0026542
                 373,            0.027348,            0.012638,            0.017705,             0.96894,                   1,               0.995,             0.80799,            0.015199,           0.0049099,           0.0074902,           0.0026344,           0.0026344,           0.0026344
                 374,            0.028331,            0.010762,             0.01984,             0.96894,                   1,               0.995,             0.80799,            0.015199,           0.0049099,           0.0074902,           0.0026146,           0.0026146,           0.0026146
                 375,             0.02809,            0.011908,            0.013492,             0.97366,                   1,               0.995,             0.82117,            0.014381,           0.0048756,            0.007234,           0.0025948,           0.0025948,           0.0025948
                 376,            0.033771,           0.0097331,            0.018776,             0.97366,                   1,               0.995,             0.82117,            0.014381,           0.0048756,            0.007234,            0.002575,            0.002575,            0.002575
                 377,            0.028718,            0.010686,             0.01505,             0.97366,                   1,               0.995,             0.82117,            0.014381,           0.0048756,            0.007234,           0.0025552,           0.0025552,           0.0025552
                 378,            0.022312,            0.011099,            0.015191,             0.97366,                   1,               0.995,             0.82117,            0.014381,           0.0048756,            0.007234,           0.0025354,           0.0025354,           0.0025354
                 379,             0.02643,           0.0086356,            0.012671,             0.97975,                   1,               0.995,             0.81441,            0.014349,            0.004895,           0.0069843,           0.0025156,           0.0025156,           0.0025156
                 380,            0.031164,            0.012763,             0.01521,             0.97975,                   1,               0.995,             0.81441,            0.014349,            0.004895,           0.0069843,           0.0024958,           0.0024958,           0.0024958
                 381,            0.032275,            0.013872,            0.013567,             0.97975,                   1,               0.995,             0.81441,            0.014349,            0.004895,           0.0069843,            0.002476,            0.002476,            0.002476
                 382,            0.035448,            0.010659,            0.017987,             0.97975,                   1,               0.995,             0.81441,            0.014349,            0.004895,           0.0069843,           0.0024562,           0.0024562,           0.0024562
                 383,            0.033314,            0.010966,            0.018962,             0.98173,                   1,               0.995,             0.82185,            0.015985,           0.0048986,            0.006819,           0.0024364,           0.0024364,           0.0024364
                 384,            0.034676,            0.010635,             0.01568,             0.98173,                   1,               0.995,             0.82185,            0.015985,           0.0048986,            0.006819,           0.0024166,           0.0024166,           0.0024166
                 385,            0.032545,            0.010886,            0.016195,             0.98173,                   1,               0.995,             0.82185,            0.015985,           0.0048986,            0.006819,           0.0023968,           0.0023968,           0.0023968
                 386,             0.03045,            0.012539,            0.017178,             0.98173,                   1,               0.995,             0.82185,            0.015985,           0.0048986,            0.006819,            0.002377,            0.002377,            0.002377
                 387,            0.034664,            0.010553,            0.013694,             0.98063,                   1,               0.995,             0.75064,            0.017025,           0.0049154,           0.0066131,           0.0023572,           0.0023572,           0.0023572
                 388,            0.039557,           0.0094963,            0.017487,             0.98063,                   1,               0.995,             0.75064,            0.017025,           0.0049154,           0.0066131,           0.0023374,           0.0023374,           0.0023374
                 389,            0.036438,            0.009484,            0.015121,             0.98063,                   1,               0.995,             0.75064,            0.017025,           0.0049154,           0.0066131,           0.0023176,           0.0023176,           0.0023176
                 390,            0.035479,           0.0095742,            0.013841,             0.98063,                   1,               0.995,             0.75064,            0.017025,           0.0049154,           0.0066131,           0.0022978,           0.0022978,           0.0022978
                 391,             0.03792,           0.0095876,             0.01824,             0.98236,                   1,               0.995,             0.85844,            0.014279,           0.0048081,           0.0064396,            0.002278,            0.002278,            0.002278
                 392,            0.028698,            0.010439,            0.015128,             0.98236,                   1,               0.995,             0.85844,            0.014279,           0.0048081,           0.0064396,           0.0022582,           0.0022582,           0.0022582
                 393,            0.031765,            0.013228,            0.016158,             0.98236,                   1,               0.995,             0.85844,            0.014279,           0.0048081,           0.0064396,           0.0022384,           0.0022384,           0.0022384
                 394,            0.031743,            0.010715,            0.016867,             0.98236,                   1,               0.995,             0.85844,            0.014279,           0.0048081,           0.0064396,           0.0022186,           0.0022186,           0.0022186
                 395,            0.026281,           0.0090044,            0.015341,              0.9825,                   1,               0.995,             0.77004,            0.015622,            0.004875,           0.0063277,           0.0021988,           0.0021988,           0.0021988
                 396,            0.030862,            0.010964,            0.017298,              0.9825,                   1,               0.995,             0.77004,            0.015622,            0.004875,           0.0063277,            0.002179,            0.002179,            0.002179
                 397,            0.033788,           0.0091983,            0.011246,              0.9825,                   1,               0.995,             0.77004,            0.015622,            0.004875,           0.0063277,           0.0021592,           0.0021592,           0.0021592
                 398,            0.027736,            0.012387,            0.014283,              0.9825,                   1,               0.995,             0.77004,            0.015622,            0.004875,           0.0063277,           0.0021394,           0.0021394,           0.0021394
                 399,            0.029773,            0.013439,            0.013244,             0.98422,                   1,               0.995,              0.8479,            0.013177,           0.0047576,            0.006198,           0.0021196,           0.0021196,           0.0021196
                 400,            0.029263,           0.0098859,            0.019233,             0.98422,                   1,               0.995,              0.8479,            0.013177,           0.0047576,            0.006198,           0.0020998,           0.0020998,           0.0020998
                 401,            0.029285,            0.009515,            0.015397,             0.98422,                   1,               0.995,              0.8479,            0.013177,           0.0047576,            0.006198,             0.00208,             0.00208,             0.00208
                 402,            0.029233,           0.0087813,            0.015188,             0.98422,                   1,               0.995,              0.8479,            0.013177,           0.0047576,            0.006198,           0.0020602,           0.0020602,           0.0020602
                 403,            0.027451,             0.01384,            0.015424,             0.98397,                   1,               0.995,             0.77954,            0.014244,           0.0047759,           0.0060683,           0.0020404,           0.0020404,           0.0020404
                 404,             0.02664,           0.0088443,            0.011251,             0.98397,                   1,               0.995,             0.77954,            0.014244,           0.0047759,           0.0060683,           0.0020206,           0.0020206,           0.0020206
                 405,            0.029561,           0.0083645,            0.016078,             0.98397,                   1,               0.995,             0.77954,            0.014244,           0.0047759,           0.0060683,           0.0020008,           0.0020008,           0.0020008
                 406,            0.032778,            0.010273,            0.016807,             0.98397,                   1,               0.995,             0.77954,            0.014244,           0.0047759,           0.0060683,            0.001981,            0.001981,            0.001981
                 407,            0.030506,            0.011294,            0.015855,              0.9843,                   1,               0.995,             0.81592,            0.012987,            0.004725,           0.0059743,           0.0019612,           0.0019612,           0.0019612
                 408,            0.030303,            0.011199,            0.017953,              0.9843,                   1,               0.995,             0.81592,            0.012987,            0.004725,           0.0059743,           0.0019414,           0.0019414,           0.0019414
                 409,            0.030542,            0.014438,            0.014489,              0.9843,                   1,               0.995,             0.81592,            0.012987,            0.004725,           0.0059743,           0.0019216,           0.0019216,           0.0019216
                 410,            0.026974,            0.011925,              0.0114,              0.9843,                   1,               0.995,             0.81592,            0.012987,            0.004725,           0.0059743,           0.0019018,           0.0019018,           0.0019018
                 411,            0.024755,            0.010544,            0.013759,             0.98502,                   1,               0.995,             0.78084,            0.013622,           0.0047524,            0.005924,            0.001882,            0.001882,            0.001882
                 412,            0.028977,             0.01346,            0.015735,             0.98502,                   1,               0.995,             0.78084,            0.013622,           0.0047524,            0.005924,           0.0018622,           0.0018622,           0.0018622
                 413,            0.034367,            0.009616,            0.016462,             0.98502,                   1,               0.995,             0.78084,            0.013622,           0.0047524,            0.005924,           0.0018424,           0.0018424,           0.0018424
                 414,            0.033577,            0.010205,            0.017537,             0.98502,                   1,               0.995,             0.78084,            0.013622,           0.0047524,            0.005924,           0.0018226,           0.0018226,           0.0018226
                 415,            0.024338,           0.0084089,            0.014405,             0.98102,                   1,               0.995,             0.74564,            0.016208,           0.0048582,           0.0057895,           0.0018028,           0.0018028,           0.0018028
                 416,            0.024795,           0.0099167,            0.013723,             0.98102,                   1,               0.995,             0.74564,            0.016208,           0.0048582,           0.0057895,            0.001783,            0.001783,            0.001783
                 417,            0.032866,            0.010167,            0.016921,             0.98102,                   1,               0.995,             0.74564,            0.016208,           0.0048582,           0.0057895,           0.0017632,           0.0017632,           0.0017632
                 418,            0.031702,           0.0092912,            0.020544,             0.98102,                   1,               0.995,             0.74564,            0.016208,           0.0048582,           0.0057895,           0.0017434,           0.0017434,           0.0017434
                 419,            0.028289,             0.01009,            0.012388,             0.98264,                   1,               0.995,             0.81399,            0.014199,           0.0047556,           0.0056225,           0.0017236,           0.0017236,           0.0017236
                 420,            0.024201,           0.0098551,             0.01448,             0.98264,                   1,               0.995,             0.81399,            0.014199,           0.0047556,           0.0056225,           0.0017038,           0.0017038,           0.0017038
                 421,            0.030988,            0.014183,            0.016702,             0.98264,                   1,               0.995,             0.81399,            0.014199,           0.0047556,           0.0056225,            0.001684,            0.001684,            0.001684
                 422,            0.025772,           0.0088447,            0.012886,             0.98264,                   1,               0.995,             0.81399,            0.014199,           0.0047556,           0.0056225,           0.0016642,           0.0016642,           0.0016642
                 423,             0.03593,           0.0099133,            0.016912,             0.98399,                   1,               0.995,             0.82394,            0.013974,             0.00477,           0.0054863,           0.0016444,           0.0016444,           0.0016444
                 424,            0.030253,            0.010966,            0.019949,             0.98399,                   1,               0.995,             0.82394,            0.013974,             0.00477,           0.0054863,           0.0016246,           0.0016246,           0.0016246
                 425,            0.036754,           0.0082847,            0.016271,             0.98399,                   1,               0.995,             0.82394,            0.013974,             0.00477,           0.0054863,           0.0016048,           0.0016048,           0.0016048
                 426,            0.025827,            0.010197,            0.014319,             0.98399,                   1,               0.995,             0.82394,            0.013974,             0.00477,           0.0054863,            0.001585,            0.001585,            0.001585
                 427,            0.027412,           0.0089216,            0.013577,             0.98364,                   1,               0.995,             0.81798,            0.012731,           0.0046781,           0.0053598,           0.0015652,           0.0015652,           0.0015652
                 428,            0.023847,           0.0082837,            0.010923,             0.98364,                   1,               0.995,             0.81798,            0.012731,           0.0046781,           0.0053598,           0.0015454,           0.0015454,           0.0015454
                 429,            0.031357,            0.012748,            0.018176,             0.98364,                   1,               0.995,             0.81798,            0.012731,           0.0046781,           0.0053598,           0.0015256,           0.0015256,           0.0015256
                 430,            0.026987,           0.0089363,            0.012202,             0.98364,                   1,               0.995,             0.81798,            0.012731,           0.0046781,           0.0053598,           0.0015058,           0.0015058,           0.0015058
                 431,            0.029199,            0.010426,             0.01304,             0.98309,                   1,               0.995,             0.83119,            0.013589,           0.0046939,           0.0052496,            0.001486,            0.001486,            0.001486
                 432,             0.03032,            0.008269,            0.017366,             0.98309,                   1,               0.995,             0.83119,            0.013589,           0.0046939,           0.0052496,           0.0014662,           0.0014662,           0.0014662
                 433,            0.029879,           0.0098045,            0.015289,             0.98309,                   1,               0.995,             0.83119,            0.013589,           0.0046939,           0.0052496,           0.0014464,           0.0014464,           0.0014464
                 434,            0.033134,           0.0092237,            0.013908,             0.98309,                   1,               0.995,             0.83119,            0.013589,           0.0046939,           0.0052496,           0.0014266,           0.0014266,           0.0014266
                 435,            0.027716,            0.010445,             0.01664,             0.98333,                   1,               0.995,             0.76919,            0.013509,           0.0046964,           0.0052139,           0.0014068,           0.0014068,           0.0014068
                 436,            0.034375,            0.012794,            0.017594,             0.98333,                   1,               0.995,             0.76919,            0.013509,           0.0046964,           0.0052139,            0.001387,            0.001387,            0.001387
                 437,            0.027725,            0.011767,            0.013349,             0.98333,                   1,               0.995,             0.76919,            0.013509,           0.0046964,           0.0052139,           0.0013672,           0.0013672,           0.0013672
                 438,            0.029091,            0.010957,            0.013251,             0.98333,                   1,               0.995,             0.76919,            0.013509,           0.0046964,           0.0052139,           0.0013474,           0.0013474,           0.0013474
                 439,            0.027988,            0.010684,            0.015312,             0.98373,                   1,               0.995,             0.77962,            0.014121,           0.0047033,           0.0051523,           0.0013276,           0.0013276,           0.0013276
                 440,            0.026386,           0.0097643,            0.018749,             0.98373,                   1,               0.995,             0.77962,            0.014121,           0.0047033,           0.0051523,           0.0013078,           0.0013078,           0.0013078
                 441,            0.027422,            0.010832,            0.014913,             0.98373,                   1,               0.995,             0.77962,            0.014121,           0.0047033,           0.0051523,            0.001288,            0.001288,            0.001288
                 442,            0.027281,            0.012143,            0.011581,             0.98373,                   1,               0.995,             0.77962,            0.014121,           0.0047033,           0.0051523,           0.0012682,           0.0012682,           0.0012682
                 443,            0.023193,           0.0097586,            0.020212,             0.98277,                   1,               0.995,             0.78566,            0.013399,            0.004642,           0.0051685,           0.0012484,           0.0012484,           0.0012484
                 444,            0.028654,           0.0098528,            0.012154,             0.98277,                   1,               0.995,             0.78566,            0.013399,            0.004642,           0.0051685,           0.0012286,           0.0012286,           0.0012286
                 445,            0.027699,            0.010481,            0.013585,             0.98277,                   1,               0.995,             0.78566,            0.013399,            0.004642,           0.0051685,           0.0012088,           0.0012088,           0.0012088
                 446,            0.034761,            0.012101,            0.012907,             0.98277,                   1,               0.995,             0.78566,            0.013399,            0.004642,           0.0051685,            0.001189,            0.001189,            0.001189
                 447,            0.025298,           0.0087741,             0.01049,             0.98159,                   1,               0.995,             0.83055,            0.012378,           0.0045469,           0.0051183,           0.0011692,           0.0011692,           0.0011692
                 448,            0.033018,           0.0083668,            0.016203,             0.98159,                   1,               0.995,             0.83055,            0.012378,           0.0045469,           0.0051183,           0.0011494,           0.0011494,           0.0011494
                 449,            0.032056,            0.012477,            0.010607,             0.98159,                   1,               0.995,             0.83055,            0.012378,           0.0045469,           0.0051183,           0.0011296,           0.0011296,           0.0011296
                 450,            0.026325,            0.011586,            0.014283,             0.98159,                   1,               0.995,             0.83055,            0.012378,           0.0045469,           0.0051183,           0.0011098,           0.0011098,           0.0011098
                 451,            0.028071,            0.013005,            0.014307,             0.98008,                   1,               0.995,             0.87275,            0.011265,           0.0044625,           0.0051183,             0.00109,             0.00109,             0.00109
                 452,            0.023491,            0.008469,             0.01604,             0.98008,                   1,               0.995,             0.87275,            0.011265,           0.0044625,           0.0051183,           0.0010702,           0.0010702,           0.0010702
                 453,            0.028647,           0.0092253,            0.017488,             0.98008,                   1,               0.995,             0.87275,            0.011265,           0.0044625,           0.0051183,           0.0010504,           0.0010504,           0.0010504
                 454,            0.026232,           0.0091018,            0.014535,             0.98008,                   1,               0.995,             0.87275,            0.011265,           0.0044625,           0.0051183,           0.0010306,           0.0010306,           0.0010306
                 455,            0.026202,           0.0091148,            0.010237,             0.97908,                   1,               0.995,             0.84974,            0.011313,            0.004468,            0.005115,           0.0010108,           0.0010108,           0.0010108
                 456,            0.031538,            0.011996,            0.018418,             0.97908,                   1,               0.995,             0.84974,            0.011313,            0.004468,            0.005115,            0.000991,            0.000991,            0.000991
                 457,            0.027423,            0.010836,            0.012164,             0.97908,                   1,               0.995,             0.84974,            0.011313,            0.004468,            0.005115,           0.0009712,           0.0009712,           0.0009712
                 458,             0.02403,           0.0070078,            0.010556,             0.97908,                   1,               0.995,             0.84974,            0.011313,            0.004468,            0.005115,           0.0009514,           0.0009514,           0.0009514
                 459,            0.024103,           0.0099672,            0.012308,             0.97933,                   1,               0.995,              0.8364,            0.012222,           0.0045176,           0.0050729,           0.0009316,           0.0009316,           0.0009316
                 460,            0.026577,           0.0083626,            0.010574,             0.97933,                   1,               0.995,              0.8364,            0.012222,           0.0045176,           0.0050729,           0.0009118,           0.0009118,           0.0009118
                 461,            0.025086,            0.010258,            0.011831,             0.97933,                   1,               0.995,              0.8364,            0.012222,           0.0045176,           0.0050729,            0.000892,            0.000892,            0.000892
                 462,            0.034822,           0.0093821,            0.016756,             0.97933,                   1,               0.995,              0.8364,            0.012222,           0.0045176,           0.0050729,           0.0008722,           0.0008722,           0.0008722
                 463,            0.025397,           0.0093683,            0.010487,             0.97882,                   1,               0.995,             0.85183,            0.010959,           0.0044414,           0.0050486,           0.0008524,           0.0008524,           0.0008524
                 464,            0.033255,           0.0085686,            0.014037,             0.97882,                   1,               0.995,             0.85183,            0.010959,           0.0044414,           0.0050486,           0.0008326,           0.0008326,           0.0008326
                 465,             0.02477,           0.0093937,             0.01296,             0.97882,                   1,               0.995,             0.85183,            0.010959,           0.0044414,           0.0050486,           0.0008128,           0.0008128,           0.0008128
                 466,            0.029716,             0.00966,            0.013547,             0.97882,                   1,               0.995,             0.85183,            0.010959,           0.0044414,           0.0050486,            0.000793,            0.000793,            0.000793
                 467,            0.025284,            0.011446,             0.01089,             0.97785,                   1,               0.995,             0.85183,            0.011075,            0.004446,           0.0050664,           0.0007732,           0.0007732,           0.0007732
                 468,            0.027091,            0.011689,            0.010986,             0.97785,                   1,               0.995,             0.85183,            0.011075,            0.004446,           0.0050664,           0.0007534,           0.0007534,           0.0007534
                 469,            0.025139,            0.010727,            0.011025,             0.97785,                   1,               0.995,             0.85183,            0.011075,            0.004446,           0.0050664,           0.0007336,           0.0007336,           0.0007336
                 470,            0.023517,            0.014417,            0.010878,             0.97785,                   1,               0.995,             0.85183,            0.011075,            0.004446,           0.0050664,           0.0007138,           0.0007138,           0.0007138
