               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,             0.05709,            0.014809,             0.02994,             0.30111,             0.77257,             0.73525,             0.44409,            0.029628,           0.0070354,            0.020655,           0.0068716,           0.0068716,           0.0068716
                 160,            0.044043,            0.013296,            0.028389,             0.30111,             0.77257,             0.73525,             0.44409,            0.029628,           0.0070354,            0.020655,           0.0068518,           0.0068518,           0.0068518
                 161,            0.049457,            0.013885,            0.031087,             0.30111,             0.77257,             0.73525,             0.44409,            0.029628,           0.0070354,            0.020655,            0.006832,            0.006832,            0.006832
                 162,            0.044014,            0.016814,             0.02922,             0.30111,             0.77257,             0.73525,             0.44409,            0.029628,           0.0070354,            0.020655,           0.0068122,           0.0068122,           0.0068122
                 163,            0.042003,            0.012076,            0.028086,             0.49181,             0.65442,             0.63784,              0.3519,            0.034253,            0.007165,            0.020648,           0.0067924,           0.0067924,           0.0067924
                 164,            0.051431,            0.014716,            0.029559,             0.49181,             0.65442,             0.63784,              0.3519,            0.034253,            0.007165,            0.020648,           0.0067726,           0.0067726,           0.0067726
                 165,            0.050776,            0.014058,            0.029436,             0.49181,             0.65442,             0.63784,              0.3519,            0.034253,            0.007165,            0.020648,           0.0067528,           0.0067528,           0.0067528
                 166,            0.057918,            0.011906,            0.030504,             0.49181,             0.65442,             0.63784,              0.3519,            0.034253,            0.007165,            0.020648,            0.006733,            0.006733,            0.006733
                 167,            0.050331,            0.016087,            0.030171,             0.43577,                   1,              0.6906,             0.48742,            0.024327,           0.0070364,             0.02057,           0.0067132,           0.0067132,           0.0067132
                 168,            0.045345,            0.015802,            0.029146,             0.43577,                   1,              0.6906,             0.48742,            0.024327,           0.0070364,             0.02057,           0.0066934,           0.0066934,           0.0066934
                 169,            0.051198,            0.016862,            0.029887,             0.43577,                   1,              0.6906,             0.48742,            0.024327,           0.0070364,             0.02057,           0.0066736,           0.0066736,           0.0066736
                 170,            0.047206,            0.014584,             0.02878,             0.43577,                   1,              0.6906,             0.48742,            0.024327,           0.0070364,             0.02057,           0.0066538,           0.0066538,           0.0066538
                 171,            0.045218,            0.013971,            0.029938,             0.47763,                   1,             0.74625,             0.47517,            0.023949,           0.0071793,            0.020421,            0.006634,            0.006634,            0.006634
                 172,            0.038064,            0.013847,            0.029915,             0.47763,                   1,             0.74625,             0.47517,            0.023949,           0.0071793,            0.020421,           0.0066142,           0.0066142,           0.0066142
                 173,            0.039403,            0.014678,            0.026677,             0.47763,                   1,             0.74625,             0.47517,            0.023949,           0.0071793,            0.020421,           0.0065944,           0.0065944,           0.0065944
                 174,            0.043208,            0.015843,            0.029716,             0.47763,                   1,             0.74625,             0.47517,            0.023949,           0.0071793,            0.020421,           0.0065746,           0.0065746,           0.0065746
                 175,            0.038248,            0.015485,            0.028808,             0.40731,             0.73588,             0.68497,             0.36319,            0.026072,           0.0069754,            0.020259,           0.0065548,           0.0065548,           0.0065548
                 176,            0.040652,            0.012829,            0.030142,             0.40731,             0.73588,             0.68497,             0.36319,            0.026072,           0.0069754,            0.020259,            0.006535,            0.006535,            0.006535
                 177,            0.042899,            0.015488,            0.028516,             0.40731,             0.73588,             0.68497,             0.36319,            0.026072,           0.0069754,            0.020259,           0.0065152,           0.0065152,           0.0065152
                 178,             0.03986,            0.015074,             0.02791,             0.40731,             0.73588,             0.68497,             0.36319,            0.026072,           0.0069754,            0.020259,           0.0064954,           0.0064954,           0.0064954
                 179,            0.045162,            0.014377,            0.028471,             0.39439,                 0.7,             0.70135,             0.40466,            0.032541,           0.0070198,            0.020052,           0.0064756,           0.0064756,           0.0064756
                 180,            0.044673,            0.012786,            0.029845,             0.39439,                 0.7,             0.70135,             0.40466,            0.032541,           0.0070198,            0.020052,           0.0064558,           0.0064558,           0.0064558
                 181,            0.052701,            0.014948,            0.029114,             0.39439,                 0.7,             0.70135,             0.40466,            0.032541,           0.0070198,            0.020052,            0.006436,            0.006436,            0.006436
                 182,            0.052008,            0.012913,            0.030578,             0.39439,                 0.7,             0.70135,             0.40466,            0.032541,           0.0070198,            0.020052,           0.0064162,           0.0064162,           0.0064162
                 183,            0.054749,            0.014887,            0.029147,             0.43873,             0.79814,             0.76167,             0.47035,            0.027296,           0.0068675,            0.019857,           0.0063964,           0.0063964,           0.0063964
                 184,            0.043392,            0.015096,            0.027592,             0.43873,             0.79814,             0.76167,             0.47035,            0.027296,           0.0068675,            0.019857,           0.0063766,           0.0063766,           0.0063766
                 185,            0.046247,            0.012578,            0.028993,             0.43873,             0.79814,             0.76167,             0.47035,            0.027296,           0.0068675,            0.019857,           0.0063568,           0.0063568,           0.0063568
                 186,            0.042339,            0.016651,            0.027685,             0.43873,             0.79814,             0.76167,             0.47035,            0.027296,           0.0068675,            0.019857,            0.006337,            0.006337,            0.006337
                 187,            0.042427,            0.010842,            0.032623,             0.49457,                   1,             0.78389,             0.46312,            0.021809,           0.0067482,             0.01965,           0.0063172,           0.0063172,           0.0063172
                 188,            0.043154,             0.01533,            0.026171,             0.49457,                   1,             0.78389,             0.46312,            0.021809,           0.0067482,             0.01965,           0.0062974,           0.0062974,           0.0062974
                 189,             0.04583,            0.014563,            0.029099,             0.49457,                   1,             0.78389,             0.46312,            0.021809,           0.0067482,             0.01965,           0.0062776,           0.0062776,           0.0062776
                 190,            0.040386,            0.013041,            0.026448,             0.49457,                   1,             0.78389,             0.46312,            0.021809,           0.0067482,             0.01965,           0.0062578,           0.0062578,           0.0062578
                 191,            0.038945,            0.012149,            0.031606,             0.49484,                   1,             0.76722,             0.45944,            0.021521,           0.0066582,            0.019572,            0.006238,            0.006238,            0.006238
                 192,            0.047236,            0.011848,            0.026648,             0.49484,                   1,             0.76722,             0.45944,            0.021521,           0.0066582,            0.019572,           0.0062182,           0.0062182,           0.0062182
                 193,            0.047164,            0.016586,            0.027299,             0.49484,                   1,             0.76722,             0.45944,            0.021521,           0.0066582,            0.019572,           0.0061984,           0.0061984,           0.0061984
                 194,            0.051608,            0.020245,             0.02953,             0.49484,                   1,             0.76722,             0.45944,            0.021521,           0.0066582,            0.019572,           0.0061786,           0.0061786,           0.0061786
                 195,            0.044224,            0.014166,            0.028439,             0.58013,                 0.7,             0.76038,             0.34402,            0.033556,           0.0068309,            0.019429,           0.0061588,           0.0061588,           0.0061588
                 196,            0.049924,            0.013885,            0.027865,             0.58013,                 0.7,             0.76038,             0.34402,            0.033556,           0.0068309,            0.019429,            0.006139,            0.006139,            0.006139
                 197,            0.044955,            0.014801,            0.026962,             0.58013,                 0.7,             0.76038,             0.34402,            0.033556,           0.0068309,            0.019429,           0.0061192,           0.0061192,           0.0061192
                 198,            0.047748,            0.015185,            0.026868,             0.58013,                 0.7,             0.76038,             0.34402,            0.033556,           0.0068309,            0.019429,           0.0060994,           0.0060994,           0.0060994
                 199,              0.0501,            0.011803,             0.02791,             0.48913,                   1,             0.81167,             0.45662,            0.025113,           0.0065001,            0.019183,           0.0060796,           0.0060796,           0.0060796
                 200,            0.035304,            0.013247,            0.028454,             0.48913,                   1,             0.81167,             0.45662,            0.025113,           0.0065001,            0.019183,           0.0060598,           0.0060598,           0.0060598
                 201,            0.038266,            0.017726,            0.027949,             0.48913,                   1,             0.81167,             0.45662,            0.025113,           0.0065001,            0.019183,             0.00604,             0.00604,             0.00604
                 202,            0.038406,            0.014614,            0.025346,             0.48913,                   1,             0.81167,             0.45662,            0.025113,           0.0065001,            0.019183,           0.0060202,           0.0060202,           0.0060202
                 203,            0.037978,            0.012646,            0.030346,             0.49181,             0.80322,             0.86167,             0.52686,            0.024393,           0.0065442,            0.018982,           0.0060004,           0.0060004,           0.0060004
                 204,            0.037111,            0.013874,            0.026396,             0.49181,             0.80322,             0.86167,             0.52686,            0.024393,           0.0065442,            0.018982,           0.0059806,           0.0059806,           0.0059806
                 205,             0.04568,            0.015018,            0.028566,             0.49181,             0.80322,             0.86167,             0.52686,            0.024393,           0.0065442,            0.018982,           0.0059608,           0.0059608,           0.0059608
                 206,            0.039811,            0.012079,            0.027357,             0.49181,             0.80322,             0.86167,             0.52686,            0.024393,           0.0065442,            0.018982,            0.005941,            0.005941,            0.005941
                 207,            0.046632,            0.011934,            0.032929,             0.47057,                   1,             0.79583,             0.41999,            0.028865,           0.0064656,            0.018787,           0.0059212,           0.0059212,           0.0059212
                 208,            0.042333,            0.013583,             0.03071,             0.47057,                   1,             0.79583,             0.41999,            0.028865,           0.0064656,            0.018787,           0.0059014,           0.0059014,           0.0059014
                 209,            0.040043,            0.015456,            0.027191,             0.47057,                   1,             0.79583,             0.41999,            0.028865,           0.0064656,            0.018787,           0.0058816,           0.0058816,           0.0058816
                 210,            0.044577,            0.020009,            0.028144,             0.47057,                   1,             0.79583,             0.41999,            0.028865,           0.0064656,            0.018787,           0.0058618,           0.0058618,           0.0058618
                 211,            0.040012,            0.016093,            0.029524,             0.40995,             0.86447,             0.84045,             0.48349,            0.026086,           0.0064396,            0.018541,            0.005842,            0.005842,            0.005842
                 212,            0.042654,            0.014634,            0.027064,             0.40995,             0.86447,             0.84045,             0.48349,            0.026086,           0.0064396,            0.018541,           0.0058222,           0.0058222,           0.0058222
                 213,            0.044579,             0.01668,            0.027062,             0.40995,             0.86447,             0.84045,             0.48349,            0.026086,           0.0064396,            0.018541,           0.0058024,           0.0058024,           0.0058024
                 214,            0.042037,            0.013377,            0.025993,             0.40995,             0.86447,             0.84045,             0.48349,            0.026086,           0.0064396,            0.018541,           0.0057826,           0.0057826,           0.0057826
                 215,            0.044446,            0.015953,            0.026974,             0.43952,                   1,             0.82833,             0.54339,             0.02386,           0.0063059,            0.018346,           0.0057628,           0.0057628,           0.0057628
                 216,            0.042775,            0.011525,            0.028392,             0.43952,                   1,             0.82833,             0.54339,             0.02386,           0.0063059,            0.018346,            0.005743,            0.005743,            0.005743
                 217,            0.041573,              0.0134,            0.026307,             0.43952,                   1,             0.82833,             0.54339,             0.02386,           0.0063059,            0.018346,           0.0057232,           0.0057232,           0.0057232
                 218,            0.041925,            0.012681,            0.026878,             0.43952,                   1,             0.82833,             0.54339,             0.02386,           0.0063059,            0.018346,           0.0057034,           0.0057034,           0.0057034
                 219,            0.042058,            0.014196,            0.030933,             0.42073,                   1,             0.81722,              0.5703,            0.024728,           0.0062626,            0.018054,           0.0056836,           0.0056836,           0.0056836
                 220,            0.038008,            0.016508,            0.027941,             0.42073,                   1,             0.81722,              0.5703,            0.024728,           0.0062626,            0.018054,           0.0056638,           0.0056638,           0.0056638
                 221,            0.038805,            0.012293,            0.025322,             0.42073,                   1,             0.81722,              0.5703,            0.024728,           0.0062626,            0.018054,            0.005644,            0.005644,            0.005644
                 222,             0.04132,            0.012303,            0.026959,             0.42073,                   1,             0.81722,              0.5703,            0.024728,           0.0062626,            0.018054,           0.0056242,           0.0056242,           0.0056242
                 223,            0.037176,             0.01737,            0.025572,             0.49613,                   1,             0.82833,             0.59022,            0.020179,           0.0061449,            0.017834,           0.0056044,           0.0056044,           0.0056044
                 224,            0.036978,            0.013136,            0.025086,             0.49613,                   1,             0.82833,             0.59022,            0.020179,           0.0061449,            0.017834,           0.0055846,           0.0055846,           0.0055846
                 225,            0.042446,            0.016137,            0.027511,             0.49613,                   1,             0.82833,             0.59022,            0.020179,           0.0061449,            0.017834,           0.0055648,           0.0055648,           0.0055648
                 226,            0.033942,            0.011332,            0.024201,             0.49613,                   1,             0.82833,             0.59022,            0.020179,           0.0061449,            0.017834,            0.005545,            0.005545,            0.005545
                 227,            0.037017,            0.011873,            0.028405,              0.4554,                   1,             0.83151,             0.58539,            0.022252,           0.0061649,            0.017548,           0.0055252,           0.0055252,           0.0055252
                 228,            0.039818,            0.014513,            0.025422,              0.4554,                   1,             0.83151,             0.58539,            0.022252,           0.0061649,            0.017548,           0.0055054,           0.0055054,           0.0055054
                 229,            0.037799,            0.016054,            0.024521,              0.4554,                   1,             0.83151,             0.58539,            0.022252,           0.0061649,            0.017548,           0.0054856,           0.0054856,           0.0054856
                 230,            0.041382,            0.013918,             0.02781,              0.4554,                   1,             0.83151,             0.58539,            0.022252,           0.0061649,            0.017548,           0.0054658,           0.0054658,           0.0054658
                 231,            0.039543,             0.01358,            0.026795,             0.51141,             0.70169,              0.8825,             0.65608,            0.021521,           0.0061554,            0.017282,            0.005446,            0.005446,            0.005446
                 232,            0.037752,            0.013701,            0.025864,             0.51141,             0.70169,              0.8825,             0.65608,            0.021521,           0.0061554,            0.017282,           0.0054262,           0.0054262,           0.0054262
                 233,            0.042299,            0.014774,            0.026012,             0.51141,             0.70169,              0.8825,             0.65608,            0.021521,           0.0061554,            0.017282,           0.0054064,           0.0054064,           0.0054064
                 234,            0.035752,           0.0090303,            0.023796,             0.51141,             0.70169,              0.8825,             0.65608,            0.021521,           0.0061554,            0.017282,           0.0053866,           0.0053866,           0.0053866
                 235,            0.036853,            0.011596,            0.024725,             0.54785,             0.84503,              0.8825,             0.57575,            0.022088,           0.0060095,            0.016958,           0.0053668,           0.0053668,           0.0053668
                 236,            0.034712,            0.015269,            0.026738,             0.54785,             0.84503,              0.8825,             0.57575,            0.022088,           0.0060095,            0.016958,            0.005347,            0.005347,            0.005347
                 237,            0.033592,            0.010678,            0.025642,             0.54785,             0.84503,              0.8825,             0.57575,            0.022088,           0.0060095,            0.016958,           0.0053272,           0.0053272,           0.0053272
                 238,            0.039872,            0.014718,            0.027207,             0.54785,             0.84503,              0.8825,             0.57575,            0.022088,           0.0060095,            0.016958,           0.0053074,           0.0053074,           0.0053074
                 239,            0.038152,            0.014595,            0.025292,             0.74053,                 0.8,             0.92417,              0.5552,            0.023419,           0.0059873,            0.016628,           0.0052876,           0.0052876,           0.0052876
                 240,            0.036217,            0.015044,            0.026424,             0.74053,                 0.8,             0.92417,              0.5552,            0.023419,           0.0059873,            0.016628,           0.0052678,           0.0052678,           0.0052678
                 241,            0.034959,            0.015949,            0.025405,             0.74053,                 0.8,             0.92417,              0.5552,            0.023419,           0.0059873,            0.016628,            0.005248,            0.005248,            0.005248
                 242,            0.035219,            0.011532,            0.029771,             0.74053,                 0.8,             0.92417,              0.5552,            0.023419,           0.0059873,            0.016628,           0.0052282,           0.0052282,           0.0052282
                 243,            0.036087,           0.0087324,            0.028997,             0.74094,                 0.9,             0.91786,             0.59719,            0.023694,           0.0057589,            0.016426,           0.0052084,           0.0052084,           0.0052084
                 244,            0.040655,            0.011811,            0.025482,             0.74094,                 0.9,             0.91786,             0.59719,            0.023694,           0.0057589,            0.016426,           0.0051886,           0.0051886,           0.0051886
                 245,            0.045734,            0.013345,            0.024885,             0.74094,                 0.9,             0.91786,             0.59719,            0.023694,           0.0057589,            0.016426,           0.0051688,           0.0051688,           0.0051688
                 246,            0.043229,            0.012082,            0.024217,             0.74094,                 0.9,             0.91786,             0.59719,            0.023694,           0.0057589,            0.016426,            0.005149,            0.005149,            0.005149
                 247,            0.048803,            0.011645,            0.024881,             0.74522,                 0.9,               0.945,             0.68466,            0.024513,           0.0057567,            0.016174,           0.0051292,           0.0051292,           0.0051292
                 248,            0.037519,             0.01769,            0.022036,             0.74522,                 0.9,               0.945,             0.68466,            0.024513,           0.0057567,            0.016174,           0.0051094,           0.0051094,           0.0051094
                 249,            0.045055,             0.01124,            0.026311,             0.74522,                 0.9,               0.945,             0.68466,            0.024513,           0.0057567,            0.016174,           0.0050896,           0.0050896,           0.0050896
                 250,             0.04073,            0.013339,            0.024208,             0.74522,                 0.9,               0.945,             0.68466,            0.024513,           0.0057567,            0.016174,           0.0050698,           0.0050698,           0.0050698
                 251,            0.040043,            0.013696,            0.025275,              0.7633,                 0.9,               0.945,              0.6067,            0.019984,            0.005643,            0.015953,             0.00505,             0.00505,             0.00505
                 252,            0.038757,            0.014941,            0.026962,              0.7633,                 0.9,               0.945,              0.6067,            0.019984,            0.005643,            0.015953,           0.0050302,           0.0050302,           0.0050302
                 253,            0.041446,            0.017104,            0.023568,              0.7633,                 0.9,               0.945,              0.6067,            0.019984,            0.005643,            0.015953,           0.0050104,           0.0050104,           0.0050104
                 254,             0.04195,              0.0136,            0.025285,              0.7633,                 0.9,               0.945,              0.6067,            0.019984,            0.005643,            0.015953,           0.0049906,           0.0049906,           0.0049906
                 255,             0.03518,           0.0099871,            0.027695,             0.79219,                 0.9,               0.945,             0.65815,            0.018494,           0.0055915,            0.015901,           0.0049708,           0.0049708,           0.0049708
                 256,             0.03309,            0.011047,            0.027483,             0.79219,                 0.9,               0.945,             0.65815,            0.018494,           0.0055915,            0.015901,            0.004951,            0.004951,            0.004951
                 257,            0.027192,            0.012379,            0.023685,             0.79219,                 0.9,               0.945,             0.65815,            0.018494,           0.0055915,            0.015901,           0.0049312,           0.0049312,           0.0049312
                 258,             0.03632,            0.011799,             0.02577,             0.79219,                 0.9,               0.945,             0.65815,            0.018494,           0.0055915,            0.015901,           0.0049114,           0.0049114,           0.0049114
                 259,            0.032755,            0.013175,            0.026051,             0.76964,                 0.9,               0.945,             0.62891,            0.023237,           0.0056041,            0.015674,           0.0048916,           0.0048916,           0.0048916
                 260,            0.034919,            0.013998,            0.026129,             0.76964,                 0.9,               0.945,             0.62891,            0.023237,           0.0056041,            0.015674,           0.0048718,           0.0048718,           0.0048718
                 261,            0.034684,            0.014663,            0.021914,             0.76964,                 0.9,               0.945,             0.62891,            0.023237,           0.0056041,            0.015674,            0.004852,            0.004852,            0.004852
                 262,            0.035107,            0.012061,            0.024668,             0.76964,                 0.9,               0.945,             0.62891,            0.023237,           0.0056041,            0.015674,           0.0048322,           0.0048322,           0.0048322
                 263,            0.033467,            0.011857,            0.026082,             0.85055,             0.94101,             0.97833,             0.64442,            0.018647,           0.0055355,            0.015512,           0.0048124,           0.0048124,           0.0048124
                 264,            0.030924,             0.01084,            0.026512,             0.85055,             0.94101,             0.97833,             0.64442,            0.018647,           0.0055355,            0.015512,           0.0047926,           0.0047926,           0.0047926
                 265,            0.040056,            0.012956,            0.029241,             0.85055,             0.94101,             0.97833,             0.64442,            0.018647,           0.0055355,            0.015512,           0.0047728,           0.0047728,           0.0047728
                 266,            0.037418,             0.01294,            0.026912,             0.85055,             0.94101,             0.97833,             0.64442,            0.018647,           0.0055355,            0.015512,            0.004753,            0.004753,            0.004753
                 267,            0.037992,            0.011747,            0.023515,             0.88855,             0.93151,               0.995,              0.6732,            0.020716,           0.0055568,            0.015181,           0.0047332,           0.0047332,           0.0047332
                 268,            0.045155,            0.014099,            0.024992,             0.88855,             0.93151,               0.995,              0.6732,            0.020716,           0.0055568,            0.015181,           0.0047134,           0.0047134,           0.0047134
                 269,            0.043338,             0.01363,            0.024828,             0.88855,             0.93151,               0.995,              0.6732,            0.020716,           0.0055568,            0.015181,           0.0046936,           0.0046936,           0.0046936
                 270,             0.03963,            0.010696,            0.019922,             0.88855,             0.93151,               0.995,              0.6732,            0.020716,           0.0055568,            0.015181,           0.0046738,           0.0046738,           0.0046738
                 271,            0.046099,            0.010296,            0.023587,             0.90797,                 0.9,             0.97833,              0.5907,            0.023684,           0.0056562,            0.014799,            0.004654,            0.004654,            0.004654
                 272,            0.038133,           0.0088159,            0.021748,             0.90797,                 0.9,             0.97833,              0.5907,            0.023684,           0.0056562,            0.014799,           0.0046342,           0.0046342,           0.0046342
                 273,            0.036888,            0.011249,            0.022487,             0.90797,                 0.9,             0.97833,              0.5907,            0.023684,           0.0056562,            0.014799,           0.0046144,           0.0046144,           0.0046144
                 274,            0.033348,            0.012421,            0.021711,             0.90797,                 0.9,             0.97833,              0.5907,            0.023684,           0.0056562,            0.014799,           0.0045946,           0.0045946,           0.0045946
                 275,            0.035355,            0.010242,             0.02199,             0.94568,             0.97574,               0.995,             0.64504,            0.022481,           0.0056962,             0.01439,           0.0045748,           0.0045748,           0.0045748
                 276,            0.045335,           0.0091564,            0.021322,             0.94568,             0.97574,               0.995,             0.64504,            0.022481,           0.0056962,             0.01439,            0.004555,            0.004555,            0.004555
                 277,            0.047769,            0.017826,            0.022862,             0.94568,             0.97574,               0.995,             0.64504,            0.022481,           0.0056962,             0.01439,           0.0045352,           0.0045352,           0.0045352
                 278,             0.04798,            0.013474,             0.02612,             0.94568,             0.97574,               0.995,             0.64504,            0.022481,           0.0056962,             0.01439,           0.0045154,           0.0045154,           0.0045154
                 279,            0.045354,            0.016431,            0.021333,             0.86977,             0.91562,             0.97833,             0.60446,            0.017509,           0.0057176,            0.014131,           0.0044956,           0.0044956,           0.0044956
                 280,            0.036333,            0.012329,             0.02296,             0.86977,             0.91562,             0.97833,             0.60446,            0.017509,           0.0057176,            0.014131,           0.0044758,           0.0044758,           0.0044758
                 281,            0.038563,           0.0093719,             0.02311,             0.86977,             0.91562,             0.97833,             0.60446,            0.017509,           0.0057176,            0.014131,            0.004456,            0.004456,            0.004456
                 282,            0.040254,            0.012728,            0.021693,             0.86977,             0.91562,             0.97833,             0.60446,            0.017509,           0.0057176,            0.014131,           0.0044362,           0.0044362,           0.0044362
                 283,            0.035065,            0.014158,            0.024695,             0.95309,             0.97821,               0.995,             0.57427,            0.027364,           0.0056549,            0.013832,           0.0044164,           0.0044164,           0.0044164
                 284,            0.046982,            0.013595,            0.019846,             0.95309,             0.97821,               0.995,             0.57427,            0.027364,           0.0056549,            0.013832,           0.0043966,           0.0043966,           0.0043966
                 285,            0.040656,            0.010233,            0.027836,             0.95309,             0.97821,               0.995,             0.57427,            0.027364,           0.0056549,            0.013832,           0.0043768,           0.0043768,           0.0043768
                 286,            0.040009,            0.012078,            0.022781,             0.95309,             0.97821,               0.995,             0.57427,            0.027364,           0.0056549,            0.013832,            0.004357,            0.004357,            0.004357
                 287,            0.033738,            0.014978,            0.019561,             0.92055,                   1,               0.995,             0.69644,            0.020483,           0.0055957,            0.013463,           0.0043372,           0.0043372,           0.0043372
                 288,            0.034973,            0.012313,            0.021603,             0.92055,                   1,               0.995,             0.69644,            0.020483,           0.0055957,            0.013463,           0.0043174,           0.0043174,           0.0043174
                 289,             0.03511,            0.011398,            0.020585,             0.92055,                   1,               0.995,             0.69644,            0.020483,           0.0055957,            0.013463,           0.0042976,           0.0042976,           0.0042976
                 290,            0.031442,            0.014647,            0.021227,             0.92055,                   1,               0.995,             0.69644,            0.020483,           0.0055957,            0.013463,           0.0042778,           0.0042778,           0.0042778
                 291,            0.033899,            0.012647,            0.023632,             0.94048,                   1,               0.995,             0.69237,            0.016503,           0.0054975,            0.013119,            0.004258,            0.004258,            0.004258
                 292,            0.032385,            0.014591,            0.019365,             0.94048,                   1,               0.995,             0.69237,            0.016503,           0.0054975,            0.013119,           0.0042382,           0.0042382,           0.0042382
                 293,            0.032869,            0.017418,            0.025173,             0.94048,                   1,               0.995,             0.69237,            0.016503,           0.0054975,            0.013119,           0.0042184,           0.0042184,           0.0042184
                 294,            0.032011,            0.010306,            0.026488,             0.94048,                   1,               0.995,             0.69237,            0.016503,           0.0054975,            0.013119,           0.0041986,           0.0041986,           0.0041986
                 295,            0.033919,             0.01355,            0.021576,             0.93909,                   1,               0.995,             0.77641,             0.01646,            0.005488,            0.012766,           0.0041788,           0.0041788,           0.0041788
                 296,            0.035388,            0.015035,            0.020049,             0.93909,                   1,               0.995,             0.77641,             0.01646,            0.005488,            0.012766,            0.004159,            0.004159,            0.004159
                 297,            0.036206,            0.010384,            0.020676,             0.93909,                   1,               0.995,             0.77641,             0.01646,            0.005488,            0.012766,           0.0041392,           0.0041392,           0.0041392
                 298,            0.035521,            0.012342,             0.02399,             0.93909,                   1,               0.995,             0.77641,             0.01646,            0.005488,            0.012766,           0.0041194,           0.0041194,           0.0041194
                 299,            0.032795,           0.0092687,            0.019025,             0.93463,                   1,               0.995,             0.75211,            0.018653,           0.0055023,            0.012354,           0.0040996,           0.0040996,           0.0040996
                 300,            0.030072,            0.013314,            0.021885,             0.93463,                   1,               0.995,             0.75211,            0.018653,           0.0055023,            0.012354,           0.0040798,           0.0040798,           0.0040798
                 301,            0.034983,            0.012415,            0.019504,             0.93463,                   1,               0.995,             0.75211,            0.018653,           0.0055023,            0.012354,             0.00406,             0.00406,             0.00406
                 302,            0.034079,            0.012539,            0.023535,             0.93463,                   1,               0.995,             0.75211,            0.018653,           0.0055023,            0.012354,           0.0040402,           0.0040402,           0.0040402
                 303,            0.037205,            0.011263,            0.024246,             0.94817,                   1,               0.995,             0.68646,              0.0178,           0.0055073,            0.012078,           0.0040204,           0.0040204,           0.0040204
                 304,            0.035058,            0.012854,            0.023101,             0.94817,                   1,               0.995,             0.68646,              0.0178,           0.0055073,            0.012078,           0.0040006,           0.0040006,           0.0040006
                 305,            0.036132,            0.011689,             0.01997,             0.94817,                   1,               0.995,             0.68646,              0.0178,           0.0055073,            0.012078,           0.0039808,           0.0039808,           0.0039808
                 306,            0.031557,            0.011053,            0.018233,             0.94817,                   1,               0.995,             0.68646,              0.0178,           0.0055073,            0.012078,            0.003961,            0.003961,            0.003961
                 307,            0.035118,            0.012718,            0.019616,             0.95021,                   1,               0.995,             0.74485,            0.017642,           0.0054649,            0.011783,           0.0039412,           0.0039412,           0.0039412
                 308,            0.035854,            0.014115,            0.020188,             0.95021,                   1,               0.995,             0.74485,            0.017642,           0.0054649,            0.011783,           0.0039214,           0.0039214,           0.0039214
                 309,            0.037539,            0.010332,            0.026337,             0.95021,                   1,               0.995,             0.74485,            0.017642,           0.0054649,            0.011783,           0.0039016,           0.0039016,           0.0039016
                 310,            0.032622,            0.013598,            0.018814,             0.95021,                   1,               0.995,             0.74485,            0.017642,           0.0054649,            0.011783,           0.0038818,           0.0038818,           0.0038818
                 311,            0.036366,            0.011024,             0.02712,             0.96157,                   1,               0.995,             0.61082,            0.018937,           0.0054731,            0.011511,            0.003862,            0.003862,            0.003862
                 312,            0.029921,            0.008466,            0.021321,             0.96157,                   1,               0.995,             0.61082,            0.018937,           0.0054731,            0.011511,           0.0038422,           0.0038422,           0.0038422
                 313,            0.034581,            0.010802,            0.019332,             0.96157,                   1,               0.995,             0.61082,            0.018937,           0.0054731,            0.011511,           0.0038224,           0.0038224,           0.0038224
                 314,            0.034121,            0.013164,            0.020041,             0.96157,                   1,               0.995,             0.61082,            0.018937,           0.0054731,            0.011511,           0.0038026,           0.0038026,           0.0038026
                 315,             0.03675,           0.0088323,            0.018357,             0.96418,                   1,               0.995,             0.65258,            0.018749,           0.0054017,            0.011122,           0.0037828,           0.0037828,           0.0037828
                 316,            0.034188,            0.011548,            0.019855,             0.96418,                   1,               0.995,             0.65258,            0.018749,           0.0054017,            0.011122,            0.003763,            0.003763,            0.003763
                 317,            0.032964,            0.012519,            0.020023,             0.96418,                   1,               0.995,             0.65258,            0.018749,           0.0054017,            0.011122,           0.0037432,           0.0037432,           0.0037432
                 318,            0.030412,           0.0094604,            0.016825,             0.96418,                   1,               0.995,             0.65258,            0.018749,           0.0054017,            0.011122,           0.0037234,           0.0037234,           0.0037234
                 319,            0.030644,            0.013704,            0.019922,             0.90205,                   1,             0.97833,             0.64592,            0.019065,           0.0054057,            0.010762,           0.0037036,           0.0037036,           0.0037036
                 320,            0.027054,            0.010261,            0.018895,             0.90205,                   1,             0.97833,             0.64592,            0.019065,           0.0054057,            0.010762,           0.0036838,           0.0036838,           0.0036838
                 321,            0.035951,             0.01225,              0.0225,             0.90205,                   1,             0.97833,             0.64592,            0.019065,           0.0054057,            0.010762,            0.003664,            0.003664,            0.003664
                 322,            0.031714,           0.0089754,             0.02312,             0.90205,                   1,             0.97833,             0.64592,            0.019065,           0.0054057,            0.010762,           0.0036442,           0.0036442,           0.0036442
                 323,            0.031978,           0.0096359,            0.017916,             0.96449,                   1,               0.995,             0.68447,            0.015509,           0.0053306,            0.010457,           0.0036244,           0.0036244,           0.0036244
